artist_raw,primary_artist,songs,plays
Sam Feldt,Sam Feldt,1,45
Sam Gellaitry,Sam Gellaitry,3,123
Sam Smith,Sam Smith,1,32
Sam Smith & Kim Petras,Sam Smith,1,23
Santana,Santana,1,41
Santana & Rob Thomas,Santana,1,32
Sara Bareilles,Sara Bareilles,1,20
Sarcastic Sounds,Sarcastic Sounds,1,111
Sash!,Sash!,1,93
Satoshi Kon,Satoshi Kon,1,235
Savage,Savage,1,6
Savant,Savant,1,151
Saweetie,Saweetie,1,28
Say When,Say When,1,16
Scarface,Scarface,1,18
Scatman John,Scatman John,1,97
Schnuffel,Schnuffel,1,28
Scissor Sisters,Scissor Sisters,1,71
Scorpions,Scorpions,4,134
Scott McKensie,Scott McKensie,1,19
Sean Kingston,Sean Kingston,2,31
Sean Paul,Sean Paul,3,135
Seb,Seb,1,23
SebastiAn,SebastiAn,4,106
SebastiAn Ingrosso,SebastiAn Ingrosso,2,117
Seelenluft,Seelenluft,1,12
Seinabo Sey,Seinabo Sey,1,33
Selena Gomez,Selena Gomez,3,176
Semisonic,Semisonic,1,65
Senor Stereo,Senor Stereo,1,189
September,September,1,126
Serge Gainsbourg,Serge Gainsbourg,15,852
Serge Gainsbourg & Jane Birkin,Serge Gainsbourg,2,67
Serge Gainsbourg & Brigitte Bardot,Serge Gainsbourg,1,38
Serge Reggiani,Serge Reggiani,1,17
Sergio Mendes,Sergio Mendes,2,36
Sergio Mendes and Ian Asher,Sergio Mendes,1,28
Seryoga,Seryoga,1,10
Sexion d'Assaut,Sexion d'Assaut,2,37
Sexy Pigeon,Sexy Pigeon,1,141
Shaboozey,Shaboozey,1,28
Shaga,Shaga,1,100
Shaka Ponk,Shaka Ponk,1,12
Shakedown,Shakedown,1,115
Shakira,Shakira,8,465
Shania Twain,Shania Twain,2,38
Shanna,Shanna,1,27
Sharon Brown,Sharon Brown,1,64
Shawn Mendes,Shawn Mendes,2,113
She Said Disco,She Said Disco,1,136
Shelco Garcia and Teen Wolf,Shelco Garcia,1,42
Shelly,Shelly,1,46
Sheryl Crow,Sheryl Crow,3,71
Shocking Blue,Shocking Blue,1,19
Shoestring,Shoestring,1,16
Showtek,Showtek,1,22
Shy'm,Shy'm,1,13
Sia,Sia,2,136
Siboy Feat Damso  & Bénash,Siboy,1,134
Sick On the Bus,Sick On the Bus,1,15
Sidney Bechet,Sidney Bechet,1,59
Sidney Samson,Sidney Samson,1,9
Siedah Garrett,Siedah Garrett,1,40
Silver Convention,Silver Convention,1,13
Simon and Garfunkel,Simon,6,510
Simone,Simone,1,73
Simple Plan,Simple Plan,6,264
Sinead O Connor,Sinead O Connor,1,35
Sinik,Sinik,4,93
Sinsémilia,Sinsémilia,1,52
Sivuca & Bon Entendeur,Sivuca & Bon Entendeur,1,141
Sixpence None the Richer,Sixpence None the Richer,1,39
Skibblez & DeeJMD,Skibblez & DeeJMD,1,65
Skibblez & My NamE,Skibblez & My NamE,1,106
Skippa da Flippa,Skippa da Flippa,1,11
Skrillex,Skrillex,3,77
Skule Toyama,Skule Toyama,1,26
Sky Bachi,Sky Bachi,1,57
Sleepy Souls,Sleepy Souls,1,20
Smash Mouth,Smash Mouth,3,163
Snap!,Snap!,1,48
Sniper,Sniper,1,15
Snoop Dogg,Snoop Dogg,4,57
Snoop Dogg & Wiz Khalifa,Snoop Dogg,1,12
Snoop Dogg & Pharrell Williams,Snoop Dogg,1,7
Snow Patrol,Snow Patrol,1,23
Social Justice - The musical,Social Justice - The musical,1,88
Sofi Tukker,Sofi Tukker,1,44
Sofiane,Sofiane,1,144
Soft Cell,Soft Cell,1,19
Soft Palace,Soft Palace,1,48
Soitchy,Soitchy,1,99
Soklak,Soklak,3,75
Soliterre,Soliterre,1,86
Solomun,Solomun,2,50
Sombr,Sombr,1,31
Sonia Rosa & Night Tempo,Sonia Rosa & Night Tempo,1,89
Sonny & Cher,Sonny & Cher,1,78
Sonya Spence,Sonya Spence,1,28
Soolking feat Dadju,Soolking,1,116
Sophie B. Hawkins,Sophie B. Hawkins,1,15
Sophie Ellis Bextor,Sophie Ellis Bextor,1,37
Soprano,Soprano,1,9
Soso maness ft. PLK,Soso maness,1,139
Soul Bells & MACROSS 82-99,Soul Bells & MACROSS 82-99,1,92
Soulitune,Soulitune,2,99
Soulja Boy Tell 'Em,Soulja Boy Tell 'Em,1,4
Souls of Mischief,Souls of Mischief,1,38
Soulwax,Soulwax,1,142
Sound System,Sound System,1,14
Spandau Ballet,Spandau Ballet,1,6
Spargo,Spargo,1,24
Spencer hunt,Spencer hunt,1,111
Spice Girls,Spice Girls,1,9
Spin Doctors,Spin Doctors,1,16
Squeeze,Squeeze,1,64
Squid Game,Squid Game,1,56
St Lucia,St Lucia,1,29
Stacey Kent,Stacey Kent,1,32
Stan Getz & Joao Gilberto,Stan Getz & Joao Gilberto,1,85
Star Boys,Star Boys,1,30
Stardust,Stardust,1,29
Starsailor,Starsailor,2,63
Starship,Starship,1,45
Starsound Orchestra,Starsound Orchestra,1,15
Static and Ben El,Static,1,64
Stealers Wheel,Stealers Wheel,1,65
Steely Dan,Steely Dan,2,66
Stefie Shock,Stefie Shock,1,152
Stefie Shock & Charles Aznavour,Stefie Shock,1,132
Stephen Sanchez & Em Beihold,Stephen Sanchez & Em Beihold,1,40
Steppenwolf,Steppenwolf,1,28
Stereo MC's,Stereo MC's,1,31
Stereo MCs,Stereo MCs,1,17
Stereoclip,Stereoclip,2,32
Steve Aoki & Moxie Raia,Steve Aoki,1,50
Steve Aoki,Steve Aoki,1,12
Steve Miller Band,Steve Miller Band,1,26
Steve Reich and HNNY,Steve Reich,1,102
Steve Winwood,Steve Winwood,1,122
Stevie Nicks,Stevie Nicks,1,50
Stevie Wonder,Stevie Wonder,4,99
Sticky Fingers,Sticky Fingers,1,48
Stiig,Stiig,1,10
Sting,Sting,3,214
Stromae,Stromae,5,289
Styx,Styx,1,103
Sub Focus,Sub Focus,1,43
Sugar Hill,Sugar Hill,1,18
Suken,Suken,1,32
SunStroke Project & Olia Tira,SunStroke Project & Olia Tira,1,86
Super Audio Time,Super Audio Time,1,43
Superbus,Superbus,6,192
Superbus & Hoshi,Superbus,1,51
Superfunk,Superfunk,1,71
Supermode,Supermode,1,319
Supertramp,Supertramp,7,1180
Supreme NTM,Supreme NTM,2,71
Sure Sure,Sure Sure,1,51
Surf Mesa,Surf Mesa,1,97
Surfaces,Surfaces,1,61
Survivor,Survivor,1,11
Susumu Hirasawa,Susumu Hirasawa,1,165
Suzanne Vega,Suzanne Vega,1,62
Suzy Q,Suzy Q,1,25
Swedish House Mafia,Swedish House Mafia,4,114
Swedish House Mafia & Tinie Tempah,Swedish House Mafia,1,35
Sweetpower,Sweetpower,1,27
Swing Out Sister,Swing Out Sister,1,14
Swivel Hips,Swivel Hips,1,165
Swum,Swum,1,112
Sylvester,Sylvester,1,43
Sylvie Vartan,Sylvie Vartan,1,32
Synapson,Synapson,16,802
System of a Down,System of a Down,2,85
Sza,Sza,2,89
T-Pain,T-Pain,2,76
T.A.T.U,T.A.T.U,1,78
T.I ft Iggy Azaela,T.I,1,59
T.I.,T.I.,1,10
TSR Crew,TSR Crew,1,77
TUPPERWAVE,TUPPERWAVE,1,39
Taba Chake,Taba Chake,1,51
Tabal(Artist),Tabal(Artist),1,93
Tacabro,Tacabro,1,23
Taco!,Taco!,1,122
Taeko Ohnuki,Taeko Ohnuki,1,50
Taio Cruz,Taio Cruz,1,22
Takako Mamiya,Takako Mamiya,1,67
Take That,Take That,2,157
Takeuchi Mariya & Night Tempo,Takeuchi Mariya & Night Tempo,1,46
Takuya Kuroda,Takuya Kuroda,1,29
Tal (artist),Tal (artist),1,253
Tal Bachman,Tal Bachman,1,39
Talk Talk,Talk Talk,1,19
Talking Heads,Talking Heads,2,52
Tame Impala,Tame Impala,6,550
Tan Dun,Tan Dun,1,9
Tanuki,Tanuki,1,53
Tarik NuClothes,Tarik NuClothes,1,21
Tatsuro Yamashita,Tatsuro Yamashita,7,626
Tatsuro Yamashita & Subways,Tatsuro Yamashita,1,303
Tatsuro Yamashita & Night Tempo,Tatsuro Yamashita,1,51
Taylor Swift,Taylor Swift,3,363
Team America,Team America,2,21
Technotronic,Technotronic,1,79
Teddybears,Teddybears,1,30
Telephone,Telephone,2,51
Teletoon,Teletoon,1,34
Temporex,Temporex,1,52
Ten Walls,Ten Walls,2,29
Tennis,Tennis,1,50
Tensnake & Purple Disco Machine,Tensnake & Purple Disco Machine,1,24
Terence Trent D'Arby,Terence Trent D'Arby,1,59
Terry Jacks,Terry Jacks,1,103
Tessa Violet,Tessa Violet,1,124
Texas,Texas,2,81
Tez Cadey,Tez Cadey,1,51
The 5th Dimension,The 5th Dimension,1,235
The Alan Parsons Project,The Alan Parsons Project,1,95
The All-American Rejects,The All-American Rejects,3,79
The Animals,The Animals,1,69
The Archies,The Archies,1,127
The Association,The Association,1,44
The Avalanches,The Avalanches,1,115
The Avener & M.I.L.K.,The Avener & M.I.L.K.,1,281
The B-52s,The B-52s,1,21
The Bangles,The Bangles,1,15
The Baseballs,The Baseballs,1,108
The Beach Boys,The Beach Boys,1,30
The Beatles,The Beatles,20,556
The Beatles & Himesh Patel,The Beatles,1,70
The Black Eyed Peas,The Black Eyed Peas,4,47
The Black Eyed Peas & Justin Timberlake,The Black Eyed Peas,1,9
The Blaze,The Blaze,1,27
The Bloody Beetroots,The Bloody Beetroots,3,66
The Booyah! Kids,The Booyah! Kids,1,48
The Bornagen Beatles,The Bornagen Beatles,2,35
The Bug,The Bug,1,17
The Calling,The Calling,1,73
The Cardigans,The Cardigans,1,55
The Chainsmokers,The Chainsmokers,4,261
The Chainsmokers & Coldplay,The Chainsmokers,1,147
The Champs,The Champs,1,36
The Chemical Brothers,The Chemical Brothers,2,109
The Chordettes,The Chordettes,1,21
The Chords,The Chords,1,64
The Clash,The Clash,1,17
The Click Five,The Click Five,1,18
The Coasters,The Coasters,1,41
The Contours,The Contours,1,91
The Corrs,The Corrs,1,58
The Cranberries,The Cranberries,2,39
The Crusaders & Synapson,The Crusaders & Synapson,1,83
The Cure,The Cure,6,162
The Cyrkle,The Cyrkle,1,221
The Dandy Warhols,The Dandy Warhols,1,13
The Dead Kennedys,The Dead Kennedys,1,45
The Delfonics,The Delfonics,1,25
The Detroit Experiment,The Detroit Experiment,1,53
The Devils Sway,The Devils Sway,1,21
The Dinosaurs Skin,The Dinosaurs Skin,1,77
The Doors,The Doors,3,83
The Doozers,The Doozers,1,23
The Drives,The Drives,1,57
The F16s,The F16s,1,64
The Feeling,The Feeling,1,43
The Fielders vs Sammy La MArca,The Fielders,1,33
The Foundations,The Foundations,1,206
The Four Tops,The Four Tops,2,117
The Fray,The Fray,1,19
The Friends of Distinction,The Friends of Distinction,1,91
The Fugees and Jerry Folk,The Fugees,1,34
The Game,The Game,1,29
The Garifuna Collective & Synapson,The Garifuna Collective & Synapson,1,46
The Glitch Mob,The Glitch Mob,4,168
The Griswolds,The Griswolds,1,49
The Grouch,The Grouch,1,20
The Guess Who,The Guess Who,1,2
The Heavy,The Heavy,1,18
The Human League,The Human League,1,46
The Isley Brothers,The Isley Brothers,1,36
The J. Geils Band,The J. Geils Band,1,7
The Jackson 5,The Jackson 5,3,159
The Jacksons,The Jacksons,1,15
The Jimi Hendrix Experience,The Jimi Hendrix Experience,1,77
The Kaleidoscopes & The Nightswimmers,The Kaleidoscopes & The Nightswimmers,1,18
The Kid Laroi & Justin Bieber,The Kid Laroi & Justin Bieber,1,90
The Kid Laroi & Miley Cyrus,The Kid Laroi & Miley Cyrus,1,43
The Killers,The Killers,2,102
The King Khan & BBQ Show,The King Khan & BBQ Show,1,86
The King's Parade,The King's Parade,1,135
The Kinks,The Kinks,4,134
The Knack,The Knack,1,9
The Lonely Island,The Lonely Island,9,221
The Magnetic Fields,The Magnetic Fields,1,108
The Miracles,The Miracles,1,67
The Monkees,The Monkees,2,137
The Monroes,The Monroes,1,56
The Neighbourhood,The Neighbourhood,1,14
The Notorious B.I.G.,The Notorious B.I.G.,3,27
The Offspring,The Offspring,3,164
The Outcast Owl & Home,The Outcast Owl & Home,1,17
The Outfield,The Outfield,1,26
The Piano Guys,The Piano Guys,1,70
The Pogues,The Pogues,1,71
The Pointer Sisters,The Pointer Sisters,2,152
The Police,The Police,7,130
The Presets & Lifelike,The Presets & Lifelike,1,85
The Prince Karma,The Prince Karma,1,68
The Proclaimers,The Proclaimers,1,29
The Procussions,The Procussions,1,13
The Prodigy,The Prodigy,2,103
The Pussycat Dolls,The Pussycat Dolls,2,25
The Rapture,The Rapture,2,68
The Republic Tigers,The Republic Tigers,2,56
The Revivalists,The Revivalists,1,16
The Rolling Stones,The Rolling Stones,2,227
The Ronettes,The Ronettes,1,32
The Rubettes,The Rubettes,1,29
The Script,The Script,1,22
The Strokes,The Strokes,2,235
The Strumbellas,The Strumbellas,1,2
The Superman Lovers,The Superman Lovers,1,235
The Supremes,The Supremes,1,74
The Sweet,The Sweet,1,16
The Swiss,The Swiss,1,91
The Tee Set,The Tee Set,1,26
The Telephone Hour,The Telephone Hour,1,74
The Temptations,The Temptations,1,11
The Tokens,The Tokens,1,57
The Trammps,The Trammps,1,56
The Trashmen,The Trashmen,1,41
The Turtles,The Turtles,1,32
The Vapors,The Vapors,1,46
The Velvet Underground,The Velvet Underground,1,68
The Verve,The Verve,1,13
The Verve Pipe,The Verve Pipe,1,15
The Virgins,The Virgins,1,48
The Wanted,The Wanted,1,15
The Weather Girls,The Weather Girls,1,42
The Weeknd,The Weeknd,5,555
The Weeknd & Daft Punk,The Weeknd,2,171
The Weeknd & Ariana Grande,The Weeknd,1,90
The Whispers,The Whispers,2,58
The Whitest Boy Alive & Fred Falke,The Whitest Boy Alive & Fred Falke,1,64
The Who,The Who,3,63
The Yardbirds,The Yardbirds,1,22
The Zombies,The Zombies,1,29
Theo Rouhette,Theo Rouhette,2,35
Therapie Taxi,Therapie Taxi,4,489
They Might Be Giants,They Might Be Giants,1,46
Third Eye Blind,Third Eye Blind,1,15
Thoma Cher & Bon Entendeur,Thoma Cher & Bon Entendeur,1,68
Thomas,Thomas,1,7
Thomas Bangalter & Dj Falcon,Thomas Bangalter & Dj Falcon,4,209
Tiesto & KSHMR,Tiesto,1,108
Tiesto & Dzeko ft. Preme & Post Malone,Tiesto,1,86
Tiesto & Ty Dolla $ign,Tiesto,1,77
Tiesto,Tiesto,1,33
Tiga,Tiga,1,24
Tim Dup,Tim Dup,1,25
Timbaland,Timbaland,5,91
Tipling Rock,Tipling Rock,2,92
Tiron,Tiron,1,31
Tiësto & Mabel,Tiësto & Mabel,1,92
Tobtok,Tobtok,1,61
Todd Rundgren,Todd Rundgren,1,85
Toecutter & Flight Facilities,Toecutter & Flight Facilities,1,53
Tokio Hotel,Tokio Hotel,6,83
Tom Cochrane,Tom Cochrane,1,89
Tom Jones,Tom Jones,1,16
Tom Lehrer,Tom Lehrer,3,186
Tom Misch,Tom Misch,2,127
Tommy McCook and the Supersonics,Tommy McCook,1,22
Tommy Tutone,Tommy Tutone,1,75
Tomoko Aran,Tomoko Aran,2,83
Ton Song,Ton Song,1,18
Tones and I,Tones,1,70
Tong Song,Tong Song,1,18
Tony Igy,Tony Igy,3,304
Tony Stocker,Tony Stocker,1,99
Toonorth,Toonorth,1,91
Topic & Bebe Rexha,Topic & Bebe Rexha,1,102
Toploader,Toploader,1,63
Toro y Moi,Toro y Moi,1,15
Toshiki Kadomatsu,Toshiki Kadomatsu,3,228
Toto,Toto,3,172
Touchstone,Touchstone,1,38
Tourism,Tourism,1,18
Tove Lo & Oliver Nelson,Tove Lo,1,133
Tove Lo,Tove Lo,1,30
Towkio,Towkio,1,91
Toybox,Toybox,1,78
Tracy Chapman,Tracy Chapman,2,69
Trails and Ways,Trails,1,28
Train,Train,4,202
Trans-X,Trans-X,2,234
Travis Scott,Travis Scott,2,102
Trevor Daniel,Trevor Daniel,1,32
Trey Songz,Trey Songz,1,15
Trinidad Cardona DaVido Aisha,Trinidad Cardona DaVido Aisha,1,19
Trois Cafés Gourmands,Trois Cafés Gourmands,1,153
Tryo,Tryo,6,198
Tseba,Tseba,1,139
Tube and Berger,Tube,1,17
Tube & Berger,Tube & Berger,1,35
Tujamo,Tujamo,1,18
Twenty One Pilots,Twenty One Pilots,1,14
Twisted Sister,Twisted Sister,1,15
Two Door Cinema Club,Two Door Cinema Club,1,97
Two Door Cinema Club x WKND,Two Door Cinema Club,1,23
Tyga,Tyga,2,18
Tyla (Artist),Tyla (Artist),1,21
"Tyler, The Creator","Tyler, The Creator",2,60
U2,U2,5,164
UB40,UB40,1,20
Ultra Naté,Ultra Naté,1,29
Umberto Tozzi,Umberto Tozzi,2,77
Unknown,Unknown,3,68
Urge Overkill,Urge Overkill,1,49
Usher,Usher,1,46
Utah Saints,Utah Saints,1,157
V.H.,V.H.,1,52
VITAA,VITAA,1,29
Van Halen,Van Halen,1,13
Van McCoy,Van McCoy,1,49
Van Morrison,Van Morrison,1,37
Van She,Van She,2,157
Van She & Alan Braxe & Fred Falke,Van She,1,19
Vance Joy,Vance Joy,1,59
Vanessa Carlton,Vanessa Carlton,1,19
Vanessa Paradis,Vanessa Paradis,1,116
Vanilla Ice,Vanilla Ice,1,12
Vanity 6,Vanity 6,1,70
Vansire,Vansire,2,181
Vantage,Vantage,6,503
Various Artists,Various Artists,3,140
Vaudeville Smash,Vaudeville Smash,1,90
Vector Graphics,Vector Graphics,1,102
Vegedream,Vegedream,2,308
Vegedream & Ninho,Vegedream,1,106
Velvet Underground,Velvet Underground,2,362
Venetian Princess,Venetian Princess,1,12
Vengaboys,Vengaboys,2,88
Veorra,Veorra,1,118
Vianney,Vianney,1,113
Vicetone,Vicetone,1,73
Victor Deme & Synapson,Victor Deme & Synapson,1,32
Victor Le Masne - Topic,Victor Le Masne - Topic,1,13
Victoria Duffield,Victoria Duffield,1,103
Videoclub,Videoclub,3,342
Village People,Village People,2,64
Vince Dicola,Vince Dicola,1,153
Visitor & Alan Braxe,Visitor,1,418
Visitor,Visitor,1,134
Vitas,Vitas,1,50
Voyage,Voyage,2,26
Voyage (band),Voyage (band),1,62
VØJ & Narvent,VØJ & Narvent,1,10
W&W,W&W,1,41
WKND,WKND,1,24
Walk the Moon,Walk the Moon,1,54
Wallace Collection,Wallace Collection,1,13
Wallows,Wallows,3,39
Wallpaper.,Wallpaper.,1,66
Walter Murphy & Flight Facilities,Walter Murphy & Flight Facilities,1,45
Wang Chung,Wang Chung,1,35
Watermät,Watermät,1,105
Watsky,Watsky,2,108
Wax,Wax,1,19
Wax Audio,Wax Audio,2,224
Wax Tailor,Wax Tailor,2,49
Waze & Odyssey,Waze & Odyssey,1,127
Ween,Ween,1,76
Weezer & Weird Al Yankovic,Weezer,1,146
Weezer,Weezer,1,45
Weightlessness,Weightlessness,1,24
Weird Al Yankovich,Weird Al Yankovich,2,115
Weiss,Weiss,1,7
Wham!,Wham!,1,144
White Stripes,White Stripes,1,6
White Town,White Town,1,110
Whitesnake,Whitesnake,1,9
Whitney Wolanin,Whitney Wolanin,1,41
Will Smith,Will Smith,6,189
Willie Nelson,Willie Nelson,1,54
Wilson Pickett,Wilson Pickett,1,44
Wink,Wink,1,137
Winnie the Pooh,Winnie the Pooh,1,124
Wisin & Yandel,Wisin & Yandel,1,31
Wiz Khalifa,Wiz Khalifa,1,7
Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart,1,5
Wolfgang Gartner,Wolfgang Gartner,3,116
Worakis,Worakis,1,29
Wulf Morpheus,Wulf Morpheus,1,98
Wynter Gordon,Wynter Gordon,1,29
Wünsche,Wünsche,2,211
X Ambassadors,X Ambassadors,1,17
Xinobi,Xinobi,1,46
Yacht,Yacht,1,18
Yael Naïm,Yael Naïm,1,1
Yakosei Amuse,Yakosei Amuse,1,36
Yann Dulché and Fred Falke,Yann Dulché,1,107
Yannick,Yannick,1,38
Yannick Noah,Yannick Noah,1,25
Yeah Yeah Yeahs,Yeah Yeah Yeahs,1,18
Years & Years & Gryffin,Years & Years & Gryffin,1,24
Yeek,Yeek,1,62
Yelle,Yelle,2,80
Ylvis,Ylvis,1,15
Yolanda Be Cool & DCUP,Yolanda Be Cool & DCUP,1,16
Young Jeezy,Young Jeezy,1,25
Young the Giant,Young the Giant,1,106
Young-Holt Unlimited,Young-Holt Unlimited,1,13
Your Favorite Martian,Your Favorite Martian,13,174
Yung Bae,Yung Bae,3,432
Yung Bae & MACROSS 82-99,Yung Bae,1,21
Yurie Kokubu,Yurie Kokubu,1,119
Yves (artist),Yves (artist),1,42
Yves Duteil,Yves Duteil,1,20
ZZ Top,ZZ Top,1,82
Zager & Evans,Zager & Evans,1,63
Zai Kowen,Zai Kowen,1,65
Zane Alexander,Zane Alexander,1,12
Zazie,Zazie,2,41
Zazie et Axel Bauer,Zazie et Axel Bauer,1,21
Zedd,Zedd,1,35
Zedd & Alessia Cara,Zedd,1,31
Zeeky Beats,Zeeky Beats,1,43
Zimmer90,Zimmer90,1,20
Zoot Woman & Le Knight Club,Zoot Woman & Le Knight Club,1,82
a-ha,a-ha,1,39
classic.files,classic.files,1,36
deadmau5,deadmau5,2,83
lobsterdust,lobsterdust,1,24
nawhij,nawhij,6,245
the Fratellis,the Fratellis,1,27
yuugen & Brayan Rojitas,yuugen & Brayan Rojitas,1,32
憂鬱,憂鬱,2,25
